"车牌号","出租车公司","车型","设备编号","运营开始时间","运营结束时间","方向","GPS经度","GPS纬度","速度","GPS时间","运营状态"
"鲁HT**30","联运","新捷达","64625128031","2004-04-01 00:00:00.0","2020-10-01 00:00:00.0","51","116.602606","35.417663","0.0","2022-06-01 00:01:29.0","空车"
"鲁HT**08","联运","伊兰特","64625128424","2004-08-17 00:00:00.0","2022-02-16 00:00:00.0","266","116.576551","35.403895","0.0","2022-06-01 00:01:29.0","空车"
"鲁HT**46","富达","新捷达","64625128035","2001-01-30 00:00:00.0","2019-01-29 00:00:00.0","166","116.556408","35.391671","16.6","2022-06-01 00:01:29.0","空车"
"鲁HT**21","北城","新桑塔纳","64625128657","2003-12-01 00:00:00.0","2020-12-01 00:00:00.0","95","116.618006","35.441108","0.0","2022-06-01 00:01:29.0","空车"
"鲁HT**68","众鑫","新捷达","64625128604","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","15","116.568911","35.44018","0.0","2022-06-01 00:01:29.0","载客"
"鲁HT**76","新交运","新捷达","64625128801","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","179","116.618215","35.409435","53.6","2022-06-01 00:01:29.0","载客"
"鲁HT**58","华通","新捷达","64625128503","2004-02-26 00:00:00.0","2020-08-25 00:00:00.0","3","116.568641","35.411858","21.8","2022-06-01 00:01:29.0","空车"
"鲁HT**87","联运","伊兰特","64625128408","2016-06-06 00:00:00.0","2022-06-05 00:00:00.0","82","116.596456","35.40537","0.0","2022-06-01 00:01:29.0","空车"
"鲁HT**65","新交运","新捷达","64625129167","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","88","116.598446","35.407793","0.0","2022-06-01 00:01:30.0","空车"
"鲁HT**75","交运","悦动","64625127862","2003-12-03 00:00:00.0","2020-06-02 00:00:00.0","265","116.614933","35.423","0.0","2022-06-01 00:01:30.0","空车"
"鲁HT**80","汇通","新捷达","64625128139","2016-06-16 00:00:00.0","2022-06-15 00:00:00.0","82","116.526598","35.403941","81.4","2022-06-01 00:01:30.0","载客"
"鲁HT**48","华中","伊兰特","64625129243","2016-06-02 00:00:00.0","2022-06-01 00:00:00.0","277","116.562426","35.402861","0.0","2022-06-01 00:01:30.0","空车"
"鲁HT**18","交运","新捷达","64625127785","2016-10-20 00:00:00.0","2016-10-20 00:00:00.0","108","116.780353","35.53797","0.0","2022-06-01 00:01:30.0","空车"
"鲁HT**82","华通","新捷达","64625128040","2004-01-19 00:00:00.0","2020-07-18 00:00:00.0","162","116.571208","35.402678","0.0","2022-06-01 00:01:30.0","空车"
"鲁HT**80","新交运","奇瑞","64625128560","2015-12-28 00:00:00.0","2021-12-27 00:00:00.0","63","116.56226","35.416046","0.0","2022-06-01 00:01:30.0","空车"
"HDD**68","富达","吉利帝豪","64625127912","2016-08-08 00:00:00.0","2016-11-05 00:00:00.0","280","116.60241","35.398596","58.4","2022-06-01 00:01:30.0","载客"
"鲁HT**05","众鑫","铃木启悦","64625128768","2016-11-15 00:00:00.0","2016-11-15 00:00:00.0","259","116.511738","35.566948","0.0","2022-06-01 00:01:31.0","空车"
"HDT**20","北城","吉利帝豪","64625129206","2004-01-02 00:00:00.0","2019-01-20 00:00:00.0","107","116.593841","35.394448","0.0","2022-06-01 00:01:31.0","空车"
"鲁HT**17","富达","悦动","64625128102","2003-12-02 00:00:00.0","2020-06-30 00:00:00.0","357","116.610975","35.416855","0.0","2022-06-01 00:01:31.0","空车"
"鲁HT**39","交运","老捷达","64625127871","2004-01-02 00:00:00.0","2021-01-01 00:00:00.0","146","116.649813","35.431866","19.8","2022-06-01 00:01:31.0","载客"
"HDN**82","交运","比亚迪秦","64625128140","2016-03-21 00:00:00.0","2022-03-20 00:00:00.0","268","116.616286","35.402113","0.0","2022-06-01 00:01:31.0","空车"
"鲁HT**47","华中","新捷达","64625129192","2016-06-21 00:00:00.0","2022-06-20 00:00:00.0","178","116.609193","35.44286","0.0","2022-06-01 00:01:31.0","空车"
"鲁HT**05","联运","新捷达","64625128404","2003-11-12 00:00:00.0","2020-05-11 00:00:00.0","235","116.56508","35.396291","0.0","2022-06-01 00:01:31.0","空车"
"鲁HT**97","交运","悦动","64625128898","2004-01-01 00:00:00.0","2021-01-01 00:00:00.0","265","116.63062","35.440171","47.6","2022-06-01 00:01:31.0","空车"
"鲁HT**09","联运","新捷达","64625128914","2003-09-01 00:00:00.0","2020-09-01 00:00:00.0","161","116.59837","35.408035","0.0","2022-06-01 00:01:32.0","空车"
"鲁HT**58","北城","伊兰特","64625128726","2016-06-08 00:00:00.0","2022-06-07 00:00:00.0","77","116.631561","35.391286","0.0","2022-06-01 00:01:32.0","空车"
"鲁HT**76","华通","新捷达","64625128666","2016-09-23 00:00:00.0","1900-01-01 00:00:00.0","268","116.618351","35.408703","26.3","2022-06-01 00:01:32.0","载客"
"鲁HT**77","富达","悦动","64625128042","2016-07-05 00:00:00.0","1900-01-01 00:00:00.0","265","116.68049","35.350961","0.0","2022-06-01 00:01:32.0","空车"
"鲁HT**87","联运","伊兰特","64625128178","2004-03-01 00:00:00.0","2020-09-01 00:00:00.0","268","116.596221","35.40791","0.0","2022-06-01 00:01:32.0","空车"
"鲁HT**80","交运","新捷达","64625127836","2016-10-27 00:00:00.0","2016-10-27 00:00:00.0","69","116.565703","35.42536","0.0","2022-06-01 00:01:32.0","载客"
"鲁HT**77","汇通","铃木启悦","00056961606","2001-01-01 00:00:00.0","2019-11-01 00:00:00.0","242","116.57442","35.39794","17.7","2022-06-01 00:01:32.0","载客"
"鲁HT**33","富达","新悦动","64625128982","2004-04-28 00:00:00.0","2021-04-27 00:00:00.0","359","116.623428","35.413041","0.0","2022-06-01 00:01:32.0","空车"
"鲁HT**43","华通","新捷达","64625128437","2004-04-01 00:00:00.0","2020-10-05 00:00:00.0","159","116.59724","35.404871","0.0","2022-06-01 00:01:32.0","空车"
"鲁HT**39","交运","新捷达","64625127883","2015-12-14 00:00:00.0","2021-12-13 00:00:00.0","150","116.610821","35.435851","0.0","2022-06-01 00:01:32.0","空车"
"HDC**31","交运","比亚迪秦","64625129287","2016-03-29 00:00:00.0","2022-03-28 00:00:00.0","6","116.602521","35.430361","0.0","2022-06-01 00:01:32.0","空车"
"鲁HT**95","众鑫","新捷达","64625128605","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","24","116.605531","35.468486","0.0","2022-06-01 00:01:33.0","空车"
"鲁HT**51","新交运","新捷达","64625128881","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","3","116.597578","35.379496","0.0","2022-06-01 00:01:33.0","空车"
"鲁HT**37","交运","悦动","64625128730","2016-10-28 00:00:00.0","2016-10-28 00:00:00.0","349","116.60744","35.523496","0.0","2022-06-01 00:01:33.0","空车"
"HDA**96","众鑫","吉利帝豪","64625129153","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","2","116.614753","35.385928","0.0","2022-06-01 00:01:33.0","空车"
"HDH**26","北城","吉利帝豪","64625128707","2004-04-29 00:00:00.0","2020-10-28 00:00:00.0","187","116.685071","35.406945","0.0","2022-06-01 00:01:33.0","载客"
"鲁HT**78","交运","新捷达","64625127805","2015-04-21 00:00:00.0","1900-01-01 00:00:00.0","153","116.586575","35.392855","44.8","2022-06-01 00:01:33.0","载客"
"鲁HT**02","北城","新捷达","64625129215","2016-08-25 00:00:00.0","1900-01-01 00:00:00.0","206","116.578521","35.400591","0.0","2022-06-01 00:01:33.0","空车"
"鲁HT**29","交运","伊兰特","64625127846","2016-06-13 00:00:00.0","2022-06-12 00:00:00.0","258","116.556533","35.386228","43.6","2022-06-01 00:01:33.0","载客"
"鲁HT**18","新交运","新捷达","64625128820","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","41","116.59836","35.401541","0.0","2022-06-01 00:01:33.0","空车"
"鲁HT**46","联运","悦动","00029780616","2004-05-21 00:00:00.0","2021-05-20 00:00:00.0","90","116.562803","35.397985","35.2","2022-06-01 00:01:34.0","空车"
"鲁HT**66","北城","伊兰特","64625129116","2016-07-22 00:00:00.0","1900-01-01 00:00:00.0","342","116.580943","35.428633","0.0","2022-06-01 00:01:34.0","空车"
"鲁HT**89","交运","新捷达","64625127829","2015-09-01 00:00:00.0","1900-01-01 00:00:00.0","34","116.565258","35.404855","0.0","2022-06-01 00:01:34.0","空车"
"HDX**63","众鑫","东风风神","64625129157","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","45","116.666546","35.395045","0.0","2022-06-01 00:01:34.0","空车"
"鲁HT**71","联运","新捷达","64625128241","2016-03-25 00:00:00.0","2022-03-24 00:00:00.0","4","116.610866","35.439426","0.0","2022-06-01 00:01:34.0","空车"
"鲁HT**76","交运","新悦动","64625128818","2002-10-17 00:00:00.0","2019-10-16 00:00:00.0","161","116.57577","35.420915","0.0","2022-06-01 00:01:34.0","载客"
"鲁HT**17","富达","新桑塔纳","64625128183","2004-05-21 00:00:00.0","2021-11-20 00:00:00.0","80","116.588956","35.406166","0.0","2022-06-01 00:01:34.0","空车"
"鲁HT**15","富达","新捷达","64625128249","2016-09-07 00:00:00.0","1900-01-01 00:00:00.0","227","116.609143","35.391691","0.0","2022-06-01 00:01:34.0","空车"
"鲁HT**33","交运","伊兰特","64625128593","2016-05-31 00:00:00.0","2022-05-30 00:00:00.0","114","116.55967","35.41506","0.0","2022-06-01 00:01:35.0","空车"
"鲁HT**97","新交运","新桑塔纳","64625128863","2016-11-19 00:00:00.0","2016-11-19 00:00:00.0","109","116.587936","35.39228","0.0","2022-06-01 00:01:35.0","载客"
"HDZ**20","汇通","伊兰特","64625127994","2002-11-19 00:00:00.0","2022-07-22 00:00:00.0","254","116.622246","35.413388","0.0","2022-06-01 00:01:35.0","空车"
"鲁HT**96","富达","伊兰特","64625128485","2016-08-04 00:00:00.0","2016-11-05 00:00:00.0","169","116.735266","35.372653","0.0","2022-06-01 00:01:35.0","空车"
"鲁HT**71","交运","老捷达","64625128144","2003-10-01 00:00:00.0","2020-04-30 00:00:00.0","5","116.636548","35.416406","0.0","2022-06-01 00:01:35.0","空车"
"鲁HT**20","新交运","奇瑞","64625128433","2016-11-06 00:00:00.0","2016-11-06 00:00:00.0","2","116.68164","35.417508","20.6","2022-06-01 00:01:35.0","空车"
"鲁HT**15","联运","新捷达","64625128306","2003-09-24 00:00:00.0","2020-09-23 00:00:00.0","112","116.611033","35.400071","0.0","2022-06-01 00:01:35.0","空车"
"鲁HT**15","华通","新桑塔纳","64625128001","2004-03-01 00:00:00.0","2020-09-01 00:00:00.0","211","116.521168","35.404835","51.1","2022-06-01 00:01:35.0","空车"
"鲁HT**15","联运","新捷达","64625128406","2004-05-28 00:00:00.0","2020-11-27 00:00:00.0","338","116.561378","35.403553","0.0","2022-06-01 00:01:35.0","空车"
"鲁HT**11","北城","悦动","64625128765","2016-09-29 00:00:00.0","1900-01-01 00:00:00.0","266","116.591385","35.414755","0.0","2022-06-01 00:01:35.0","空车"
"鲁HT**29","华中","悦动","00056990571","2016-12-09 00:00:00.0","2016-12-09 00:00:00.0","109","116.581418","35.404605","0.0","2022-06-01 00:01:36.0","空车"
"HDW**16","众鑫","比亚迪秦","64625128089","2016-11-14 00:00:00.0","2016-11-14 00:00:00.0","92","116.599623","35.364315","35.0","2022-06-01 00:01:36.0","空车"
"鲁HT**38","富达","新捷达","64625129325","2016-11-23 00:00:00.0","2016-11-23 00:00:00.0","75","116.582793","35.367631","0.0","2022-06-01 00:01:36.0","空车"
"鲁HT**17","汇通","新捷达","64625128975","2016-06-29 00:00:00.0","1900-01-01 00:00:00.0","345","116.572965","35.417863","0.0","2022-06-01 00:01:36.0","载客"
"鲁HT**66","联运","伊兰特","00085216164","2016-06-01 00:00:00.0","2022-05-31 00:00:00.0","138","116.560383","35.449033","0.0","2022-06-01 00:01:36.0","空车"
"鲁HT**76","华中","新捷达","64625129301","2004-02-16 00:00:00.0","2020-08-15 00:00:00.0","220","116.610736","35.400531","0.0","2022-06-01 00:01:36.0","载客"
"鲁HT**73","众鑫","新捷达","64625128994","2016-11-15 00:00:00.0","2016-11-15 00:00:00.0","359","116.602578","35.418103","14.6","2022-06-01 00:01:36.0","空车"
"鲁HT**34","华通","新桑塔纳","64625128300","2004-03-01 00:00:00.0","2020-09-01 00:00:00.0","84","116.562903","35.418873","0.0","2022-06-01 00:01:36.0","空车"
"鲁HT**78","联运","新悦动","64625128158","2003-07-11 00:00:00.0","2021-01-10 00:00:00.0","268","116.615673","35.435308","54.6","2022-06-01 00:01:36.0","载客"
"鲁HT**28","新交运","新捷达","64625129039","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","91","116.59662","35.410803","17.3","2022-06-01 00:01:37.0","空车"
"鲁HT**37","交运","新捷达","64625128496","2016-06-13 00:00:00.0","2022-06-12 00:00:00.0","180","116.596665","35.458001","0.0","2022-06-01 00:01:37.0","空车"
"鲁HT**76","汇通","新捷达","64625128785","2004-05-19 00:00:00.0","2020-11-18 00:00:00.0","177","116.591468","35.41013","22.5","2022-06-01 00:01:37.0","载客"
"鲁HT**89","富达","伊兰特","64603335370","2016-10-25 00:00:00.0","1900-01-01 00:00:00.0","4","116.60251","35.430221","3.5","2022-06-01 00:01:37.0","空车"
"鲁HT**83","联运","新捷达","64625128545","2016-09-08 00:00:00.0","2016-10-31 00:00:00.0","187","116.57751","35.439505","0.0","2022-06-01 00:01:37.0","空车"
"鲁HT**97","富达","伊兰特","64625127901","2015-09-08 00:00:00.0","2021-09-07 00:00:00.0","105","116.569285","35.415495","0.0","2022-06-01 00:01:37.0","空车"
"鲁HT**83","新交运","新捷达","00029780612","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","78","116.576296","35.45743","0.0","2022-06-01 00:01:37.0","空车"
"HDL**16","联运","吉利帝豪","64625128418","2003-06-13 00:00:00.0","2021-06-12 00:00:00.0","77","116.587828","35.407508","0.0","2022-06-01 00:01:38.0","载客"
"HDQ**36","众鑫","东风风神","64625128824","2016-11-15 00:00:00.0","2016-11-15 00:00:00.0","26","116.536941","35.463535","0.0","2022-06-01 00:01:38.0","空车"
"鲁HT**37","华通","新捷达","64625128286","2016-06-17 00:00:00.0","2022-06-16 00:00:00.0","107","116.567808","35.38246","0.0","2022-06-01 00:01:38.0","空车"
"鲁HT**67","联运","新捷达","64625128461","2004-04-02 00:00:00.0","2021-04-01 00:00:00.0","181","116.581895","35.430695","0.0","2022-06-01 00:01:38.0","空车"
"鲁HT**39","汇通","伊兰特","64625128212","2016-12-13 00:00:00.0","2016-12-13 00:00:00.0","271","116.547756","35.41667","62.0","2022-06-01 00:01:38.0","空车"
"鲁HT**31","富达","新桑塔纳","64625128122","2016-06-03 00:00:00.0","2022-06-02 00:00:00.0","94","116.581848","35.462825","0.0","2022-06-01 00:01:38.0","空车"
"鲁HT**02","交运","新悦动","64625127820","1900-01-01 00:00:00.0","2022-11-07 00:00:00.0","178","116.595968","35.439623","0.0","2022-06-01 00:01:38.0","空车"
"鲁HT**85","华中","新悦动","64625128641","2011-07-01 00:00:00.0","2017-06-30 00:00:00.0","250","116.577683","35.420721","0.0","2022-06-01 00:01:38.0","空车"
"鲁HT**67","富达","新捷达","64625127874","2004-06-28 00:00:00.0","2021-12-27 00:00:00.0","6","116.607458","35.523373","0.0","2022-06-01 00:01:38.0","空车"
"鲁HT**06","华中","悦动","00029780613","2003-04-24 00:00:00.0","2019-10-23 00:00:00.0","143","116.590495","35.363985","0.0","2022-06-01 00:01:39.0","空车"
"HDD**60","新交运","比亚迪秦","64625128794","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","300","116.560251","35.412286","0.0","2022-06-01 00:01:39.0","空车"
"鲁HT**67","联运","悦动","00029898981","2003-12-02 00:00:00.0","2020-06-01 00:00:00.0","269","116.447488","35.407833","9.2","2022-06-01 00:01:39.0","载客"
"鲁HT**80","华中","伊兰特","64625129088","2016-11-08 00:00:00.0","2016-11-08 00:00:00.0","201","116.553698","35.389088","0.0","2022-06-01 00:01:39.0","空车"
"鲁HT**78","交运","新捷达","00013675372","2004-02-20 00:00:00.0","2021-02-19 00:00:00.0","228","116.602141","35.4144","30.6","2022-06-01 00:01:39.0","空车"
"鲁HT**98","交运","伊兰特","64625128915","2003-07-03 00:00:00.0","2020-07-02 00:00:00.0","19","116.650268","35.432541","0.0","2022-06-01 00:01:39.0","空车"
"鲁HT**60","富达","新捷达","64625127942","2016-09-07 00:00:00.0","1900-01-01 00:00:00.0","341","116.639375","35.416811","0.0","2022-06-01 00:01:39.0","空车"
"鲁HT**86","联运","新桑塔纳","64625127927","2004-04-05 00:00:00.0","2020-10-04 00:00:00.0","156","116.598966","35.359035","0.0","2022-06-01 00:01:39.0","空车"
"鲁HT**39","联运","新捷达","64625128422","2016-10-25 00:00:00.0","1900-01-01 00:00:00.0","107","116.56046","35.400388","0.0","2022-06-01 00:01:40.0","空车"
"鲁HT**36","新交运","新桑塔纳","64625128993","2016-11-23 00:00:00.0","2016-11-23 00:00:00.0","82","116.565868","35.415678","0.0","2022-06-01 00:01:40.0","空车"
"鲁HT**96","新交运","奇瑞","64625128292","2015-12-28 00:00:00.0","2021-12-27 00:00:00.0","357","116.583543","35.423411","61.8","2022-06-01 00:01:40.0","空车"
"鲁HT**90","北城","伊兰特","64626198301","2016-05-13 00:00:00.0","2022-05-12 00:00:00.0","69","116.577768","35.430201","0.0","2022-06-01 00:01:40.0","空车"
"鲁HT**68","交运","新捷达","00029780611","2004-03-01 00:00:00.0","2020-09-01 00:00:00.0","222","116.569168","35.387686","5.8","2022-06-01 00:01:40.0","空车"
"鲁HT**09","新交运","新捷达","64625128777","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","100","116.641493","35.418626","0.0","2022-06-01 00:01:40.0","空车"
"鲁HT**66","新交运","新捷达","64625129043","2016-11-25 00:00:00.0","2016-11-25 00:00:00.0","91","116.5777","35.418511","32.5","2022-06-01 00:01:40.0","空车"
"鲁HT**35","北城","伊兰特","64625128232","2016-08-09 00:00:00.0","1900-01-01 00:00:00.0","275","116.559121","35.416316","33.8","2022-06-01 00:01:40.0","空车"
"鲁HT**11","汇通","伊兰特","64625128658","2016-06-21 00:00:00.0","2022-06-20 00:00:00.0","53","116.61046","35.39923","0.0","2022-06-01 00:01:41.0","空车"
"鲁HT**91","北城","伊兰特","64625127876","2016-05-13 00:00:00.0","2022-05-12 00:00:00.0","216","116.784065","35.511763","0.0","2022-06-01 00:01:41.0","空车"
"鲁HT**05","交运","新捷达","64625127860","2016-09-21 00:00:00.0","1900-01-01 00:00:00.0","302","116.21771","35.705328","80.6","2022-06-01 00:01:41.0","载客"
"鲁HT**60","新交运","新捷达","64625128851","2016-11-24 00:00:00.0","2016-11-24 00:00:00.0","170","116.755951","35.441335","12.5","2022-06-01 00:01:41.0","空车"
"鲁HT**95","交运","新桑塔纳","64625127834","2016-07-19 00:00:00.0","1900-01-01 00:00:00.0","318","116.681516","35.407915","0.0","2022-06-01 00:01:41.0","空车"
"鲁HT**63","华通","悦动","64625128532","2004-03-01 00:00:00.0","2020-09-01 00:00:00.0","112","116.619681","35.42821","0.0","2022-06-01 00:01:41.0","空车"
"鲁HT**60","交运","新捷达","64625127961","2004-04-06 00:00:00.0","2020-10-05 00:00:00.0","357","116.612185","35.419193","0.0","2022-06-01 00:01:41.0","空车"
"鲁HT**61","交运","新捷达","64625127979","2004-04-01 00:00:00.0","2020-10-01 00:00:00.0","339","116.597105","35.408636","16.2","2022-06-01 00:01:41.0","空车"
"鲁HT**77","新交运","新桑塔纳","64625128924","2016-11-18 00:00:00.0","2016-11-18 00:00:00.0","225","116.455461","35.455386","64.0","2022-06-01 00:01:41.0","载客"
"鲁HT**56","华通","新捷达","64625128284","2016-08-17 00:00:00.0","1900-01-01 00:00:00.0","45","116.564418","35.382416","0.0","2022-06-01 00:01:42.0","空车"
"鲁HT**27","新交运","新桑塔纳","64625129044","2016-11-23 00:00:00.0","2016-11-23 00:00:00.0","86","116.56336","35.444848","0.0","2022-06-01 00:01:42.0","空车"
"鲁HT**18","华通","悦动","64625129096","2004-03-02 00:00:00.0","2020-09-01 00:00:00.0","63","116.60249","35.427035","0.0","2022-06-01 00:01:42.0","空车"
